hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
12006,Lower,Korr/Ngurunit,SRSD 2010,23.0,2.0,0.08695652173913043
12006,Lower,Korr/Ngurunit,SRSD 2011,22.0,2.0,0.09090909090909091
12006,Lower,Korr/Ngurunit,SRSD 2014,2.0,2.0,1.0
12007,Lower,Korr/Ngurunit,LRLD 2009,,5.0,
12007,Lower,Korr/Ngurunit,LRLD 2010,9.0,3.0,0.3333333333333333
12007,Lower,Korr/Ngurunit,LRLD 2011,52.0,24.0,0.46153846153846156
12007,Lower,Korr/Ngurunit,LRLD 2012,29.0,2.0,0.06896551724137931
12007,Lower,Korr/Ngurunit,LRLD 2013,30.0,1.0,0.03333333333333333
12007,Lower,Korr/Ngurunit,LRLD 2015,3.0,3.0,1.0
12007,Lower,Korr/Ngurunit,SRSD 2008,,5.0,
12007,Lower,Korr/Ngurunit,SRSD 2009,9.0,1.0,0.1111111111111111
12007,Lower,Korr/Ngurunit,SRSD 2010,52.0,6.0,0.11538461538461539
12007,Lower,Korr/Ngurunit,SRSD 2012,30.0,2.0,0.06666666666666667
12007,Lower,Korr/Ngurunit,SRSD 2014,3.0,3.0,1.0
12008,Lower,Korr/Ngurunit,LRLD 2009,,36.0,
12008,Lower,Korr/Ngurunit,LRLD 2010,49.0,2.0,0.04081632653061224
12008,Lower,Korr/Ngurunit,LRLD 2011,42.0,5.0,0.11904761904761904
12008,Lower,Korr/Ngurunit,LRLD 2012,132.0,1.0,0.007575757575757576
12008,Lower,Korr/Ngurunit,LRLD 2013,165.0,8.0,0.048484848484848485
12008,Lower,Korr/Ngurunit,SRSD 2009,49.0,2.0,0.04081632653061224
12008,Lower,Korr/Ngurunit,SRSD 2010,42.0,6.0,0.14285714285714285
12008,Lower,Korr/Ngurunit,SRSD 2012,165.0,6.0,0.03636363636363636
12009,Lower,Korr/Ngurunit,LRLD 2009,,53.0,
12009,Lower,Korr/Ngurunit,LRLD 2010,202.0,40.0,0.19801980198019803
12009,Lower,Korr/Ngurunit,LRLD 2013,115.0,12.0,0.10434782608695652
12009,Lower,Korr/Ngurunit,LRLD 2015,17.0,17.0,1.0
12009,Lower,Korr/Ngurunit,SRSD 2009,202.0,59.0,0.29207920792079206
12009,Lower,Korr/Ngurunit,SRSD 2010,88.0,16.0,0.18181818181818182
12009,Lower,Korr/Ngurunit,SRSD 2012,115.0,9.0,0.0782608695652174
12009,Lower,Korr/Ngurunit,SRSD 2014,6.0,6.0,1.0
12010,Lower,Korr/Ngurunit,LRLD 2009,,24.0,
12010,Lower,Korr/Ngurunit,LRLD 2010,10.0,3.0,0.3
12010,Lower,Korr/Ngurunit,LRLD 2012,32.0,5.0,0.15625
12010,Lower,Korr/Ngurunit,LRLD 2013,23.0,5.0,0.21739130434782608
12010,Lower,Korr/Ngurunit,LRLD 2015,12.0,12.0,1.0
12010,Lower,Korr/Ngurunit,SRSD 2014,3.0,3.0,1.0
12011,Lower,Korr/Ngurunit,LRLD 2008,,4.0,
12011,Lower,Korr/Ngurunit,LRLD 2011,23.0,5.0,0.21739130434782608
12011,Lower,Korr/Ngurunit,LRLD 2012,31.0,2.0,0.06451612903225806
12011,Lower,Korr/Ngurunit,LRLD 2015,25.0,25.0,1.0
12011,Lower,Korr/Ngurunit,SRSD 2008,,8.0,
12011,Lower,Korr/Ngurunit,SRSD 2011,31.0,1.0,0.03225806451612903
12011,Lower,Korr/Ngurunit,SRSD 2012,23.0,4.0,0.17391304347826086
12012,Lower,Korr/Ngurunit,LRLD 2009,,44.0,
12014,Lower,Korr/Ngurunit,LRLD 2009,,2.0,
12014,Lower,Korr/Ngurunit,SRSD 2008,,2.0,
12015,Lower,Korr/Ngurunit,LRLD 2009,,3.0,
12015,Lower,Korr/Ngurunit,LRLD 2010,12.0,1.0,0.08333333333333333
12015,Lower,Korr/Ngurunit,LRLD 2011,16.0,3.0,0.1875
12015,Lower,Korr/Ngurunit,LRLD 2012,19.0,1.0,0.05263157894736842
12015,Lower,Korr/Ngurunit,LRLD 2013,23.0,6.0,0.2608695652173913
12015,Lower,Korr/Ngurunit,LRLD 2015,3.0,3.0,1.0
12015,Lower,Korr/Ngurunit,SRSD 2008,,15.0,
12015,Lower,Korr/Ngurunit,SRSD 2009,12.0,1.0,0.08333333333333333
12015,Lower,Korr/Ngurunit,SRSD 2010,16.0,1.0,0.0625
12016,Lower,Korr/Ngurunit,LRLD 2011,47.0,16.0,0.3404255319148936
12016,Lower,Korr/Ngurunit,LRLD 2012,17.0,10.0,0.5882352941176471
12016,Lower,Korr/Ngurunit,LRLD 2015,9.0,9.0,1.0
12016,Lower,Korr/Ngurunit,SRSD 2009,25.0,2.0,0.08
12017,Lower,Korr/Ngurunit,LRLD 2009,,11.0,
12017,Lower,Korr/Ngurunit,LRLD 2010,7.0,1.0,0.14285714285714285
12017,Lower,Korr/Ngurunit,LRLD 2011,25.0,16.0,0.64
12017,Lower,Korr/Ngurunit,LRLD 2012,12.0,4.0,0.3333333333333333
12017,Lower,Korr/Ngurunit,LRLD 2013,10.0,6.0,0.6
12017,Lower,Korr/Ngurunit,LRLD 2015,2.0,2.0,1.0
12017,Lower,Korr/Ngurunit,SRSD 2008,,9.0,
12017,Lower,Korr/Ngurunit,SRSD 2009,7.0,2.0,0.2857142857142857
12017,Lower,Korr/Ngurunit,SRSD 2010,25.0,5.0,0.2
12017,Lower,Korr/Ngurunit,SRSD 2014,5.0,5.0,1.0
12018,Lower,Korr/Ngurunit,LRLD 2009,,116.0,
12018,Lower,Korr/Ngurunit,LRLD 2011,30.0,11.0,0.36666666666666664
12018,Lower,Korr/Ngurunit,LRLD 2012,26.0,9.0,0.34615384615384615
12018,Lower,Korr/Ngurunit,LRLD 2013,18.0,4.0,0.2222222222222222
12018,Lower,Korr/Ngurunit,LRLD 2015,4.0,4.0,1.0
12018,Lower,Korr/Ngurunit,SRSD 2010,30.0,4.0,0.13333333333333333
12018,Lower,Korr/Ngurunit,SRSD 2011,26.0,2.0,0.07692307692307693
12018,Lower,Korr/Ngurunit,SRSD 2012,18.0,2.0,0.1111111111111111
12018,Lower,Korr/Ngurunit,SRSD 2014,2.0,2.0,1.0
12019,Lower,Korr/Ngurunit,LRLD 2009,,6.0,
12019,Lower,Korr/Ngurunit,LRLD 2011,88.0,45.0,0.5113636363636364
12019,Lower,Korr/Ngurunit,LRLD 2012,42.0,5.0,0.11904761904761904
12019,Lower,Korr/Ngurunit,LRLD 2013,51.0,4.0,0.0784313725490196
12019,Lower,Korr/Ngurunit,LRLD 2015,19.0,19.0,1.0
12019,Lower,Korr/Ngurunit,SRSD 2008,,5.0,
12019,Lower,Korr/Ngurunit,SRSD 2009,83.0,4.0,0.04819277108433735
12019,Lower,Korr/Ngurunit,SRSD 2010,88.0,18.0,0.20454545454545456
12019,Lower,Korr/Ngurunit,SRSD 2014,1.0,1.0,1.0
12020,Lower,Korr/Ngurunit,LRLD 2009,,24.0,
12020,Lower,Korr/Ngurunit,LRLD 2011,39.0,5.0,0.1282051282051282
12020,Lower,Korr/Ngurunit,LRLD 2013,42.0,5.0,0.11904761904761904
12020,Lower,Korr/Ngurunit,LRLD 2015,7.0,7.0,1.0
12020,Lower,Korr/Ngurunit,SRSD 2008,,10.0,
12020,Lower,Korr/Ngurunit,SRSD 2010,39.0,15.0,0.38461538461538464
12020,Lower,Korr/Ngurunit,SRSD 2012,42.0,2.0,0.047619047619047616
12021,Lower,Korr/Ngurunit,LRLD 2009,,10.0,
12021,Lower,Korr/Ngurunit,LRLD 2010,83.0,9.0,0.10843373493975904
12021,Lower,Korr/Ngurunit,LRLD 2011,99.0,51.0,0.5151515151515151
12021,Lower,Korr/Ngurunit,LRLD 2013,24.0,4.0,0.16666666666666666
12021,Lower,Korr/Ngurunit,LRLD 2015,17.0,17.0,1.0
12021,Lower,Korr/Ngurunit,SRSD 2010,99.0,28.0,0.2828282828282828
12021,Lower,Korr/Ngurunit,SRSD 2011,17.0,1.0,0.058823529411764705
12021,Lower,Korr/Ngurunit,SRSD 2012,24.0,1.0,0.041666666666666664
12021,Lower,Korr/Ngurunit,SRSD 2014,10.0,10.0,1.0
12022,Lower,Korr/Ngurunit,LRLD 2009,,5.0,
12022,Lower,Korr/Ngurunit,LRLD 2011,162.0,6.0,0.037037037037037035
12022,Lower,Korr/Ngurunit,LRLD 2013,210.0,1.0,0.004761904761904762
12022,Lower,Korr/Ngurunit,LRLD 2015,9.0,9.0,1.0
12022,Lower,Korr/Ngurunit,SRSD 2008,,9.0,
12022,Lower,Korr/Ngurunit,SRSD 2009,77.0,55.0,0.7142857142857143
12022,Lower,Korr/Ngurunit,SRSD 2010,162.0,2.0,0.012345679012345678
12022,Lower,Korr/Ngurunit,SRSD 2011,172.0,1.0,0.005813953488372093
12022,Lower,Korr/Ngurunit,SRSD 2014,2.0,2.0,1.0
12023,Lower,Korr/Ngurunit,LRLD 2009,,30.0,
12023,Lower,Korr/Ngurunit,LRLD 2010,224.0,11.0,0.049107142857142856
12023,Lower,Korr/Ngurunit,LRLD 2011,264.0,81.0,0.3068181818181818
12023,Lower,Korr/Ngurunit,LRLD 2012,48.0,6.0,0.125
12023,Lower,Korr/Ngurunit,LRLD 2013,16.0,5.0,0.3125
12023,Lower,Korr/Ngurunit,LRLD 2015,25.0,25.0,1.0
12023,Lower,Korr/Ngurunit,SRSD 2008,,19.0,
12023,Lower,Korr/Ngurunit,SRSD 2009,224.0,1.0,0.004464285714285714
12023,Lower,Korr/Ngurunit,SRSD 2010,264.0,75.0,0.2840909090909091
12023,Lower,Korr/Ngurunit,SRSD 2012,16.0,1.0,0.0625
12023,Lower,Korr/Ngurunit,SRSD 2014,17.0,17.0,1.0
12024,Lower,Korr/Ngurunit,LRLD 2010,3.0,1.0,0.3333333333333333
12024,Lower,Korr/Ngurunit,LRLD 2013,7.0,3.0,0.42857142857142855
12024,Lower,Korr/Ngurunit,LRLD 2015,2.0,2.0,1.0
12024,Lower,Korr/Ngurunit,SRSD 2008,,6.0,
12024,Lower,Korr/Ngurunit,SRSD 2009,6.0,6.0,1.0
12024,Lower,Korr/Ngurunit,SRSD 2012,7.0,1.0,0.14285714285714285
12024,Lower,Korr/Ngurunit,SRSD 2014,1.0,1.0,1.0
12025,Lower,Korr/Ngurunit,LRLD 2009,,8.0,
12025,Lower,Korr/Ngurunit,LRLD 2010,41.0,1.0,0.024390243902439025
12025,Lower,Korr/Ngurunit,LRLD 2011,27.0,12.0,0.4444444444444444
12025,Lower,Korr/Ngurunit,LRLD 2013,36.0,5.0,0.1388888888888889
12025,Lower,Korr/Ngurunit,LRLD 2015,2.0,2.0,1.0
12025,Lower,Korr/Ngurunit,SRSD 2008,,10.0,
12025,Lower,Korr/Ngurunit,SRSD 2009,41.0,38.0,0.926829268292683
12025,Lower,Korr/Ngurunit,SRSD 2012,36.0,4.0,0.1111111111111111
12026,Lower,Korr/Ngurunit,LRLD 2009,,12.0,
12026,Lower,Korr/Ngurunit,LRLD 2010,13.0,3.0,0.23076923076923078
12026,Lower,Korr/Ngurunit,LRLD 2013,33.0,15.0,0.45454545454545453
12026,Lower,Korr/Ngurunit,LRLD 2015,16.0,16.0,1.0
12026,Lower,Korr/Ngurunit,SRSD 2008,,7.0,
12026,Lower,Korr/Ngurunit,SRSD 2009,13.0,1.0,0.07692307692307693
12026,Lower,Korr/Ngurunit,SRSD 2014,10.0,10.0,1.0
12027,Lower,Korr/Ngurunit,LRLD 2009,,210.0,
12027,Lower,Korr/Ngurunit,LRLD 2010,64.0,1.0,0.015625
12027,Lower,Korr/Ngurunit,LRLD 2011,33.0,11.0,0.3333333333333333
12027,Lower,Korr/Ngurunit,LRLD 2013,65.0,4.0,0.06153846153846154
12027,Lower,Korr/Ngurunit,LRLD 2015,21.0,21.0,1.0
12027,Lower,Korr/Ngurunit,SRSD 2009,64.0,18.0,0.28125
12027,Lower,Korr/Ngurunit,SRSD 2014,29.0,29.0,1.0
12028,Lower,Korr/Ngurunit,LRLD 2009,,21.0,
12028,Lower,Korr/Ngurunit,LRLD 2010,5.0,5.0,1.0
12028,Lower,Korr/Ngurunit,LRLD 2011,13.0,4.0,0.3076923076923077
12028,Lower,Korr/Ngurunit,LRLD 2015,11.0,11.0,1.0
12028,Lower,Korr/Ngurunit,SRSD 2008,,3.0,
12028,Lower,Korr/Ngurunit,SRSD 2009,3.0,3.0,1.0
12028,Lower,Korr/Ngurunit,SRSD 2010,13.0,1.0,0.07692307692307693
12028,Lower,Korr/Ngurunit,SRSD 2014,3.0,3.0,1.0
12029,Lower,Korr/Ngurunit,LRLD 2011,16.0,4.0,0.25
12029,Lower,Korr/Ngurunit,LRLD 2013,23.0,5.0,0.21739130434782608
12029,Lower,Korr/Ngurunit,LRLD 2015,9.0,9.0,1.0
12029,Lower,Korr/Ngurunit,SRSD 2008,,4.0,
12029,Lower,Korr/Ngurunit,SRSD 2009,20.0,4.0,0.2
12029,Lower,Korr/Ngurunit,SRSD 2010,16.0,1.0,0.0625
12029,Lower,Korr/Ngurunit,SRSD 2012,23.0,2.0,0.08695652173913043
12030,Lower,Korr/Ngurunit,LRLD 2009,,54.0,
12030,Lower,Korr/Ngurunit,LRLD 2011,51.0,3.0,0.058823529411764705
12030,Lower,Korr/Ngurunit,LRLD 2012,69.0,4.0,0.057971014492753624
12030,Lower,Korr/Ngurunit,LRLD 2013,68.0,17.0,0.25
12030,Lower,Korr/Ngurunit,LRLD 2015,7.0,7.0,1.0
12030,Lower,Korr/Ngurunit,SRSD 2008,,3.0,
12030,Lower,Korr/Ngurunit,SRSD 2009,57.0,12.0,0.21052631578947367
12030,Lower,Korr/Ngurunit,SRSD 2010,51.0,3.0,0.058823529411764705
12030,Lower,Korr/Ngurunit,SRSD 2011,69.0,3.0,0.043478260869565216
12030,Lower,Korr/Ngurunit,SRSD 2012,68.0,5.0,0.07352941176470588
12030,Lower,Korr/Ngurunit,SRSD 2014,7.0,7.0,1.0
12031,Lower,Korr/Ngurunit,LRLD 2010,4.0,1.0,0.25
12031,Lower,Korr/Ngurunit,LRLD 2013,9.0,3.0,0.3333333333333333
12031,Lower,Korr/Ngurunit,LRLD 2015,4.0,4.0,1.0
12031,Lower,Korr/Ngurunit,SRSD 2008,,3.0,
12031,Lower,Korr/Ngurunit,SRSD 2010,4.0,3.0,0.75
12031,Lower,Korr/Ngurunit,SRSD 2014,1.0,1.0,1.0
12032,Lower,Korr/Ngurunit,LRLD 2009,,9.0,
12032,Lower,Korr/Ngurunit,LRLD 2010,17.0,2.0,0.11764705882352941
12032,Lower,Korr/Ngurunit,LRLD 2011,22.0,10.0,0.45454545454545453
12032,Lower,Korr/Ngurunit,LRLD 2013,8.0,1.0,0.125
12032,Lower,Korr/Ngurunit,SRSD 2008,,8.0,
12032,Lower,Korr/Ngurunit,SRSD 2009,17.0,3.0,0.17647058823529413
12032,Lower,Korr/Ngurunit,SRSD 2010,22.0,4.0,0.18181818181818182
12032,Lower,Korr/Ngurunit,SRSD 2012,8.0,1.0,0.125
12033,Lower,Korr/Ngurunit,LRLD 2009,,9.0,
12033,Lower,Korr/Ngurunit,LRLD 2010,81.0,2.0,0.024691358024691357
12033,Lower,Korr/Ngurunit,LRLD 2011,61.0,48.0,0.7868852459016393
12033,Lower,Korr/Ngurunit,LRLD 2012,36.0,2.0,0.05555555555555555
12033,Lower,Korr/Ngurunit,LRLD 2013,66.0,36.0,0.5454545454545454
12033,Lower,Korr/Ngurunit,LRLD 2015,7.0,7.0,1.0
12033,Lower,Korr/Ngurunit,SRSD 2008,,2.0,
12033,Lower,Korr/Ngurunit,SRSD 2012,66.0,10.0,0.15151515151515152
12034,Lower,Korr/Ngurunit,LRLD 2009,,1.0,
12034,Lower,Korr/Ngurunit,LRLD 2010,33.0,1.0,0.030303030303030304
12034,Lower,Korr/Ngurunit,LRLD 2011,32.0,7.0,0.21875
12034,Lower,Korr/Ngurunit,LRLD 2013,22.0,7.0,0.3181818181818182
12034,Lower,Korr/Ngurunit,LRLD 2015,9.0,9.0,1.0
12034,Lower,Korr/Ngurunit,SRSD 2008,,5.0,
12034,Lower,Korr/Ngurunit,SRSD 2009,33.0,3.0,0.09090909090909091
12034,Lower,Korr/Ngurunit,SRSD 2010,32.0,2.0,0.0625
12034,Lower,Korr/Ngurunit,SRSD 2014,6.0,6.0,1.0
12035,Lower,Korr/Ngurunit,LRLD 2009,,3.0,
12035,Lower,Korr/Ngurunit,LRLD 2012,12.0,1.0,0.08333333333333333
12035,Lower,Korr/Ngurunit,LRLD 2013,12.0,3.0,0.25
12035,Lower,Korr/Ngurunit,SRSD 2008,,4.0,
12035,Lower,Korr/Ngurunit,SRSD 2010,10.0,1.0,0.1
12035,Lower,Korr/Ngurunit,SRSD 2011,12.0,3.0,0.25
12036,Lower,Korr/Ngurunit,LRLD 2009,,140.0,
12036,Lower,Korr/Ngurunit,LRLD 2010,79.0,5.0,0.06329113924050633
12036,Lower,Korr/Ngurunit,LRLD 2011,79.0,11.0,0.13924050632911392
12036,Lower,Korr/Ngurunit,LRLD 2013,92.0,10.0,0.10869565217391304
12036,Lower,Korr/Ngurunit,LRLD 2015,28.0,28.0,1.0
12036,Lower,Korr/Ngurunit,SRSD 2009,79.0,7.0,0.08860759493670886
12036,Lower,Korr/Ngurunit,SRSD 2010,79.0,3.0,0.0379746835443038
12036,Lower,Korr/Ngurunit,SRSD 2012,92.0,2.0,0.021739130434782608
12036,Lower,Korr/Ngurunit,SRSD 2014,6.0,6.0,1.0
12037,Lower,Korr/Ngurunit,LRLD 2009,,16.0,
12037,Lower,Korr/Ngurunit,LRLD 2010,51.0,23.0,0.45098039215686275
12037,Lower,Korr/Ngurunit,LRLD 2011,185.0,46.0,0.24864864864864866
12037,Lower,Korr/Ngurunit,LRLD 2013,175.0,20.0,0.11428571428571428
12037,Lower,Korr/Ngurunit,LRLD 2015,30.0,30.0,1.0
12037,Lower,Korr/Ngurunit,SRSD 2008,,35.0,
12037,Lower,Korr/Ngurunit,SRSD 2009,55.0,55.0,1.0
12037,Lower,Korr/Ngurunit,SRSD 2010,185.0,5.0,0.02702702702702703
12037,Lower,Korr/Ngurunit,SRSD 2012,175.0,5.0,0.02857142857142857
12044,Lower,Korr/Ngurunit,LRLD 2009,,20.0,
12044,Lower,Korr/Ngurunit,LRLD 2010,13.0,1.0,0.07692307692307693
12044,Lower,Korr/Ngurunit,LRLD 2012,22.0,1.0,0.045454545454545456
12044,Lower,Korr/Ngurunit,LRLD 2013,27.0,2.0,0.07407407407407407
12044,Lower,Korr/Ngurunit,LRLD 2015,4.0,4.0,1.0
12044,Lower,Korr/Ngurunit,SRSD 2009,13.0,1.0,0.07692307692307693
12044,Lower,Korr/Ngurunit,SRSD 2010,10.0,2.0,0.2
13001,Lower,Laisamis,LRLD 2009,,3.0,
13001,Lower,Laisamis,LRLD 2010,15.0,3.0,0.2
13001,Lower,Laisamis,LRLD 2011,66.0,18.0,0.2727272727272727
13001,Lower,Laisamis,LRLD 2013,17.0,3.0,0.17647058823529413
13001,Lower,Laisamis,LRLD 2015,15.0,15.0,1.0
13001,Lower,Laisamis,SRSD 2008,,2.0,
13001,Lower,Laisamis,SRSD 2010,66.0,6.0,0.09090909090909091
13001,Lower,Laisamis,SRSD 2011,49.0,31.0,0.6326530612244898
13001,Lower,Laisamis,SRSD 2012,17.0,1.0,0.058823529411764705
13002,Lower,Laisamis,LRLD 2009,,2.0,
13002,Lower,Laisamis,LRLD 2010,18.0,5.0,0.2777777777777778
13002,Lower,Laisamis,LRLD 2011,42.0,8.0,0.19047619047619047
13002,Lower,Laisamis,LRLD 2013,56.0,5.0,0.08928571428571429
13002,Lower,Laisamis,LRLD 2015,7.0,7.0,1.0
13002,Lower,Laisamis,SRSD 2008,,2.0,
13002,Lower,Laisamis,SRSD 2010,42.0,10.0,0.23809523809523808
13002,Lower,Laisamis,SRSD 2011,25.0,1.0,0.04
13002,Lower,Laisamis,SRSD 2012,56.0,4.0,0.07142857142857142
13003,Lower,Laisamis,LRLD 2009,,4.0,
13003,Lower,Laisamis,LRLD 2010,19.0,2.0,0.10526315789473684
13003,Lower,Laisamis,LRLD 2011,21.0,3.0,0.14285714285714285
13003,Lower,Laisamis,LRLD 2013,23.0,1.0,0.043478260869565216
13003,Lower,Laisamis,LRLD 2015,7.0,7.0,1.0
13003,Lower,Laisamis,SRSD 2008,,4.0,
13003,Lower,Laisamis,SRSD 2010,21.0,3.0,0.14285714285714285
13004,Lower,Laisamis,LRLD 2009,,2.0,
13004,Lower,Laisamis,LRLD 2010,25.0,4.0,0.16
13004,Lower,Laisamis,LRLD 2011,2.0,2.0,1.0
13004,Lower,Laisamis,LRLD 2013,21.0,4.0,0.19047619047619047
13004,Lower,Laisamis,LRLD 2015,15.0,15.0,1.0
13004,Lower,Laisamis,SRSD 2008,,3.0,
13004,Lower,Laisamis,SRSD 2011,8.0,2.0,0.25
13004,Lower,Laisamis,SRSD 2012,21.0,3.0,0.14285714285714285
13004,Lower,Laisamis,SRSD 2014,5.0,5.0,1.0
13005,Lower,Laisamis,LRLD 2009,,9.0,
13005,Lower,Laisamis,LRLD 2010,11.0,6.0,0.5454545454545454
13005,Lower,Laisamis,LRLD 2011,9.0,4.0,0.4444444444444444
13005,Lower,Laisamis,LRLD 2012,9.0,4.0,0.4444444444444444
13006,Lower,Laisamis,LRLD 2009,,3.0,
13006,Lower,Laisamis,LRLD 2010,7.0,3.0,0.42857142857142855
13006,Lower,Laisamis,LRLD 2011,59.0,23.0,0.3898305084745763
13006,Lower,Laisamis,LRLD 2012,63.0,12.0,0.19047619047619047
13006,Lower,Laisamis,LRLD 2013,79.0,11.0,0.13924050632911392
13006,Lower,Laisamis,LRLD 2015,3.0,3.0,1.0
13006,Lower,Laisamis,SRSD 2008,,1.0,
13006,Lower,Laisamis,SRSD 2011,63.0,2.0,0.031746031746031744
13006,Lower,Laisamis,SRSD 2014,65.0,65.0,1.0
13007,Lower,Laisamis,LRLD 2008,,1.0,
13007,Lower,Laisamis,LRLD 2009,,4.0,
13007,Lower,Laisamis,LRLD 2010,25.0,9.0,0.36
13007,Lower,Laisamis,LRLD 2011,165.0,7.0,0.04242424242424243
13007,Lower,Laisamis,LRLD 2012,35.0,6.0,0.17142857142857143
13007,Lower,Laisamis,LRLD 2013,50.0,3.0,0.06
13007,Lower,Laisamis,LRLD 2015,32.0,32.0,1.0
13007,Lower,Laisamis,SRSD 2008,,2.0,
13007,Lower,Laisamis,SRSD 2010,165.0,84.0,0.509090909090909
13007,Lower,Laisamis,SRSD 2012,50.0,7.0,0.14
13008,Lower,Laisamis,LRLD 2009,,6.0,
13008,Lower,Laisamis,LRLD 2010,7.0,6.0,0.8571428571428571
13008,Lower,Laisamis,LRLD 2011,19.0,3.0,0.15789473684210525
13008,Lower,Laisamis,LRLD 2012,34.0,6.0,0.17647058823529413
13008,Lower,Laisamis,LRLD 2013,41.0,12.0,0.2926829268292683
13008,Lower,Laisamis,LRLD 2015,3.0,3.0,1.0
13008,Lower,Laisamis,SRSD 2008,,5.0,
13008,Lower,Laisamis,SRSD 2010,19.0,1.0,0.05263157894736842
13008,Lower,Laisamis,SRSD 2011,34.0,2.0,0.058823529411764705
13009,Lower,Laisamis,LRLD 2009,,2.0,
13009,Lower,Laisamis,LRLD 2011,38.0,10.0,0.2631578947368421
13009,Lower,Laisamis,LRLD 2015,13.0,13.0,1.0
13009,Lower,Laisamis,SRSD 2008,,3.0,
13009,Lower,Laisamis,SRSD 2010,38.0,7.0,0.18421052631578946
13010,Lower,Laisamis,LRLD 2009,,2.0,
13010,Lower,Laisamis,LRLD 2010,9.0,4.0,0.4444444444444444
13010,Lower,Laisamis,LRLD 2011,15.0,14.0,0.9333333333333333
13010,Lower,Laisamis,LRLD 2013,8.0,3.0,0.375
13010,Lower,Laisamis,LRLD 2015,1.0,1.0,1.0
13010,Lower,Laisamis,SRSD 2008,,1.0,
13010,Lower,Laisamis,SRSD 2012,8.0,1.0,0.125
13011,Lower,Laisamis,LRLD 2009,,3.0,
13011,Lower,Laisamis,LRLD 2010,28.0,1.0,0.03571428571428571
13011,Lower,Laisamis,LRLD 2011,66.0,38.0,0.5757575757575758
13011,Lower,Laisamis,LRLD 2013,17.0,2.0,0.11764705882352941
13011,Lower,Laisamis,LRLD 2015,4.0,4.0,1.0
13011,Lower,Laisamis,SRSD 2008,,1.0,
13011,Lower,Laisamis,SRSD 2009,28.0,10.0,0.35714285714285715
13011,Lower,Laisamis,SRSD 2010,66.0,7.0,0.10606060606060606
13011,Lower,Laisamis,SRSD 2012,17.0,1.0,0.058823529411764705
13011,Lower,Laisamis,SRSD 2014,1.0,1.0,1.0
13012,Lower,Laisamis,LRLD 2009,,2.0,
13012,Lower,Laisamis,LRLD 2010,28.0,2.0,0.07142857142857142
13012,Lower,Laisamis,LRLD 2011,88.0,18.0,0.20454545454545456
13012,Lower,Laisamis,SRSD 2008,,2.0,
13012,Lower,Laisamis,SRSD 2010,88.0,9.0,0.10227272727272728
13013,Lower,Laisamis,LRLD 2009,,4.0,
13013,Lower,Laisamis,LRLD 2010,16.0,4.0,0.25
13013,Lower,Laisamis,LRLD 2015,3.0,3.0,1.0
13013,Lower,Laisamis,SRSD 2010,18.0,6.0,0.3333333333333333
13013,Lower,Laisamis,SRSD 2011,9.0,1.0,0.1111111111111111
13013,Lower,Laisamis,SRSD 2014,6.0,6.0,1.0
13014,Lower,Laisamis,LRLD 2009,,1.0,
13014,Lower,Laisamis,LRLD 2011,18.0,5.0,0.2777777777777778
13014,Lower,Laisamis,LRLD 2013,21.0,1.0,0.047619047619047616
13014,Lower,Laisamis,LRLD 2015,3.0,3.0,1.0
13014,Lower,Laisamis,SRSD 2008,,1.0,
13014,Lower,Laisamis,SRSD 2009,4.0,2.0,0.5
13014,Lower,Laisamis,SRSD 2014,1.0,1.0,1.0
13015,Lower,Laisamis,LRLD 2009,,3.0,
13015,Lower,Laisamis,LRLD 2011,19.0,5.0,0.2631578947368421
13015,Lower,Laisamis,LRLD 2013,21.0,5.0,0.23809523809523808
13015,Lower,Laisamis,LRLD 2015,4.0,4.0,1.0
13015,Lower,Laisamis,SRSD 2008,,1.0,
13015,Lower,Laisamis,SRSD 2010,19.0,1.0,0.05263157894736842
13015,Lower,Laisamis,SRSD 2012,21.0,1.0,0.047619047619047616
13016,Lower,Laisamis,LRLD 2009,,2.0,
13016,Lower,Laisamis,LRLD 2010,11.0,10.0,0.9090909090909091
13016,Lower,Laisamis,LRLD 2011,12.0,4.0,0.3333333333333333
13016,Lower,Laisamis,LRLD 2013,17.0,2.0,0.11764705882352941
13016,Lower,Laisamis,LRLD 2015,15.0,15.0,1.0
13016,Lower,Laisamis,SRSD 2008,,2.0,
13016,Lower,Laisamis,SRSD 2011,15.0,10.0,0.6666666666666666
13016,Lower,Laisamis,SRSD 2012,17.0,4.0,0.23529411764705882
13016,Lower,Laisamis,SRSD 2014,2.0,2.0,1.0
13017,Lower,Laisamis,LRLD 2009,,4.0,
13017,Lower,Laisamis,LRLD 2010,21.0,9.0,0.42857142857142855
13017,Lower,Laisamis,LRLD 2011,12.0,9.0,0.75
13017,Lower,Laisamis,LRLD 2013,10.0,4.0,0.4
13017,Lower,Laisamis,LRLD 2015,15.0,15.0,1.0
13017,Lower,Laisamis,SRSD 2008,,1.0,
13018,Lower,Laisamis,LRLD 2009,,4.0,
13018,Lower,Laisamis,LRLD 2010,25.0,10.0,0.4
13018,Lower,Laisamis,LRLD 2011,43.0,15.0,0.3488372093023256
13018,Lower,Laisamis,LRLD 2013,27.0,3.0,0.1111111111111111
13018,Lower,Laisamis,LRLD 2015,4.0,4.0,1.0
13018,Lower,Laisamis,SRSD 2008,,1.0,
