hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
2065,Lower,Sagante/Jaldesa,SRSD 2010,3.0,1.0,0.3333333333333333
2066,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
2066,Lower,Sagante/Jaldesa,LRLD 2010,3.0,1.0,0.3333333333333333
2066,Lower,Sagante/Jaldesa,LRLD 2011,7.0,6.0,0.8571428571428571
2066,Lower,Sagante/Jaldesa,LRLD 2012,5.0,3.0,0.6
2066,Lower,Sagante/Jaldesa,LRLD 2015,6.0,6.0,1.0
2066,Lower,Sagante/Jaldesa,SRSD 2011,5.0,1.0,0.2
2067,Lower,Sagante/Jaldesa,LRLD 2010,20.0,5.0,0.25
2068,Lower,Sagante/Jaldesa,LRLD 2009,,10.0,
2068,Lower,Sagante/Jaldesa,LRLD 2011,14.0,3.0,0.21428571428571427
2068,Lower,Sagante/Jaldesa,LRLD 2013,14.0,4.0,0.2857142857142857
2068,Lower,Sagante/Jaldesa,SRSD 2014,1.0,1.0,1.0
2069,Lower,Sagante/Jaldesa,LRLD 2012,2.0,1.0,0.5
2069,Lower,Sagante/Jaldesa,SRSD 2008,,1.0,
2069,Lower,Sagante/Jaldesa,SRSD 2012,4.0,4.0,1.0
2070,Lower,Sagante/Jaldesa,LRLD 2010,5.0,1.0,0.2
2070,Lower,Sagante/Jaldesa,LRLD 2011,6.0,3.0,0.5
2070,Lower,Sagante/Jaldesa,LRLD 2012,3.0,1.0,0.3333333333333333
2072,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
2072,Lower,Sagante/Jaldesa,LRLD 2010,5.0,1.0,0.2
2072,Lower,Sagante/Jaldesa,LRLD 2011,5.0,2.0,0.4
2072,Lower,Sagante/Jaldesa,SRSD 2011,2.0,1.0,0.5
2072,Lower,Sagante/Jaldesa,SRSD 2012,4.0,1.0,0.25
2073,Lower,Sagante/Jaldesa,LRLD 2011,4.0,3.0,0.75
2074,Lower,Sagante/Jaldesa,LRLD 2009,,18.0,
2074,Lower,Sagante/Jaldesa,LRLD 2010,6.0,1.0,0.16666666666666666
2074,Lower,Sagante/Jaldesa,LRLD 2011,5.0,1.0,0.2
2074,Lower,Sagante/Jaldesa,LRLD 2013,7.0,3.0,0.42857142857142855
2074,Lower,Sagante/Jaldesa,SRSD 2009,6.0,2.0,0.3333333333333333
2074,Lower,Sagante/Jaldesa,SRSD 2010,5.0,3.0,0.6
2075,Lower,Sagante/Jaldesa,LRLD 2010,15.0,11.0,0.7333333333333333
2075,Lower,Sagante/Jaldesa,LRLD 2011,7.0,4.0,0.5714285714285714
2075,Lower,Sagante/Jaldesa,LRLD 2013,3.0,3.0,1.0
2076,Lower,Sagante/Jaldesa,LRLD 2009,,6.0,
2076,Lower,Sagante/Jaldesa,LRLD 2011,14.0,10.0,0.7142857142857143
2076,Lower,Sagante/Jaldesa,LRLD 2015,4.0,4.0,1.0
2076,Lower,Sagante/Jaldesa,SRSD 2009,12.0,3.0,0.25
2077,Lower,Sagante/Jaldesa,LRLD 2009,,6.0,
2077,Lower,Sagante/Jaldesa,LRLD 2011,18.0,18.0,1.0
2077,Lower,Sagante/Jaldesa,LRLD 2015,2.0,2.0,1.0
2077,Lower,Sagante/Jaldesa,SRSD 2009,21.0,11.0,0.5238095238095238
2077,Lower,Sagante/Jaldesa,SRSD 2011,3.0,1.0,0.3333333333333333
2077,Lower,Sagante/Jaldesa,SRSD 2014,1.0,1.0,1.0
2078,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
2078,Lower,Sagante/Jaldesa,LRLD 2011,11.0,5.0,0.45454545454545453
2078,Lower,Sagante/Jaldesa,SRSD 2009,7.0,1.0,0.14285714285714285
2078,Lower,Sagante/Jaldesa,SRSD 2011,9.0,3.0,0.3333333333333333
2079,Lower,Sagante/Jaldesa,LRLD 2009,,5.0,
2079,Lower,Sagante/Jaldesa,LRLD 2010,5.0,2.0,0.4
2079,Lower,Sagante/Jaldesa,LRLD 2011,5.0,1.0,0.2
2079,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
2079,Lower,Sagante/Jaldesa,SRSD 2010,5.0,1.0,0.2
2080,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
2080,Lower,Sagante/Jaldesa,LRLD 2011,9.0,6.0,0.6666666666666666
2080,Lower,Sagante/Jaldesa,LRLD 2013,5.0,1.0,0.2
2080,Lower,Sagante/Jaldesa,SRSD 2009,10.0,9.0,0.9
2081,Lower,Sagante/Jaldesa,LRLD 2009,,12.0,
2081,Lower,Sagante/Jaldesa,LRLD 2010,6.0,1.0,0.16666666666666666
2081,Lower,Sagante/Jaldesa,LRLD 2011,12.0,5.0,0.4166666666666667
2081,Lower,Sagante/Jaldesa,LRLD 2012,6.0,1.0,0.16666666666666666
2081,Lower,Sagante/Jaldesa,SRSD 2011,6.0,1.0,0.16666666666666666
2082,Lower,Sagante/Jaldesa,LRLD 2009,,9.0,
2082,Lower,Sagante/Jaldesa,LRLD 2010,8.0,2.0,0.25
2082,Lower,Sagante/Jaldesa,LRLD 2011,10.0,10.0,1.0
2082,Lower,Sagante/Jaldesa,SRSD 2014,2.0,2.0,1.0
2083,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
2083,Lower,Sagante/Jaldesa,LRLD 2011,24.0,16.0,0.6666666666666666
2083,Lower,Sagante/Jaldesa,SRSD 2009,15.0,3.0,0.2
2084,Lower,Sagante/Jaldesa,LRLD 2008,,10.0,
2084,Lower,Sagante/Jaldesa,LRLD 2009,,5.0,
2084,Lower,Sagante/Jaldesa,LRLD 2011,7.0,5.0,0.7142857142857143
2084,Lower,Sagante/Jaldesa,LRLD 2015,0.0,0.0,
2084,Lower,Sagante/Jaldesa,SRSD 2009,9.0,3.0,0.3333333333333333
2085,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
2086,Lower,Sagante/Jaldesa,LRLD 2009,,5.0,
2086,Lower,Sagante/Jaldesa,LRLD 2011,4.0,2.0,0.5
2086,Lower,Sagante/Jaldesa,LRLD 2013,3.0,1.0,0.3333333333333333
2086,Lower,Sagante/Jaldesa,SRSD 2011,3.0,1.0,0.3333333333333333
2086,Lower,Sagante/Jaldesa,SRSD 2014,1.0,1.0,1.0
2087,Lower,Sagante/Jaldesa,LRLD 2009,,19.0,
2088,Lower,Sagante/Jaldesa,LRLD 2009,,5.0,
2088,Lower,Sagante/Jaldesa,LRLD 2011,4.0,3.0,0.75
2089,Lower,Sagante/Jaldesa,LRLD 2009,,28.0,
2089,Lower,Sagante/Jaldesa,LRLD 2010,61.0,55.0,0.9016393442622951
2089,Lower,Sagante/Jaldesa,LRLD 2011,50.0,50.0,1.0
2089,Lower,Sagante/Jaldesa,LRLD 2012,30.0,7.0,0.23333333333333334
2089,Lower,Sagante/Jaldesa,LRLD 2013,21.0,9.0,0.42857142857142855
2089,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
2089,Lower,Sagante/Jaldesa,SRSD 2008,,12.0,
2089,Lower,Sagante/Jaldesa,SRSD 2011,30.0,13.0,0.43333333333333335
2089,Lower,Sagante/Jaldesa,SRSD 2012,21.0,2.0,0.09523809523809523
2089,Lower,Sagante/Jaldesa,SRSD 2014,3.0,3.0,1.0
2090,Lower,Sagante/Jaldesa,LRLD 2009,,11.0,
2090,Lower,Sagante/Jaldesa,LRLD 2010,21.0,12.0,0.5714285714285714
2090,Lower,Sagante/Jaldesa,LRLD 2011,20.0,17.0,0.85
2090,Lower,Sagante/Jaldesa,LRLD 2013,13.0,3.0,0.23076923076923078
2090,Lower,Sagante/Jaldesa,SRSD 2011,10.0,2.0,0.2
2091,Lower,Sagante/Jaldesa,LRLD 2009,,9.0,
2091,Lower,Sagante/Jaldesa,LRLD 2011,29.0,17.0,0.5862068965517241
2091,Lower,Sagante/Jaldesa,LRLD 2012,12.0,1.0,0.08333333333333333
2091,Lower,Sagante/Jaldesa,LRLD 2013,15.0,4.0,0.26666666666666666
2091,Lower,Sagante/Jaldesa,SRSD 2011,12.0,1.0,0.08333333333333333
2091,Lower,Sagante/Jaldesa,SRSD 2014,2.0,2.0,1.0
2092,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
2092,Lower,Sagante/Jaldesa,LRLD 2010,6.0,1.0,0.16666666666666666
2092,Lower,Sagante/Jaldesa,LRLD 2011,11.0,6.0,0.5454545454545454
2092,Lower,Sagante/Jaldesa,SRSD 2010,11.0,2.0,0.18181818181818182
2092,Lower,Sagante/Jaldesa,SRSD 2011,11.0,1.0,0.09090909090909091
2093,Lower,Sagante/Jaldesa,LRLD 2009,,26.0,
2093,Lower,Sagante/Jaldesa,LRLD 2010,9.0,3.0,0.3333333333333333
2093,Lower,Sagante/Jaldesa,LRLD 2011,12.0,10.0,0.8333333333333334
2093,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
2094,Lower,Sagante/Jaldesa,LRLD 2009,,12.0,
2094,Lower,Sagante/Jaldesa,LRLD 2010,12.0,3.0,0.25
2094,Lower,Sagante/Jaldesa,LRLD 2011,26.0,17.0,0.6538461538461539
2094,Lower,Sagante/Jaldesa,LRLD 2012,14.0,1.0,0.07142857142857142
2094,Lower,Sagante/Jaldesa,SRSD 2011,14.0,3.0,0.21428571428571427
2094,Lower,Sagante/Jaldesa,SRSD 2012,18.0,1.0,0.05555555555555555
2095,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
2096,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
2096,Lower,Sagante/Jaldesa,LRLD 2010,8.0,1.0,0.125
2096,Lower,Sagante/Jaldesa,LRLD 2011,23.0,23.0,1.0
2096,Lower,Sagante/Jaldesa,LRLD 2013,9.0,1.0,0.1111111111111111
2096,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
2096,Lower,Sagante/Jaldesa,SRSD 2011,14.0,7.0,0.5
2096,Lower,Sagante/Jaldesa,SRSD 2012,9.0,1.0,0.1111111111111111
2096,Lower,Sagante/Jaldesa,SRSD 2014,2.0,2.0,1.0
2097,Lower,Sagante/Jaldesa,LRLD 2010,5.0,1.0,0.2
2097,Lower,Sagante/Jaldesa,LRLD 2011,3.0,3.0,1.0
2097,Lower,Sagante/Jaldesa,LRLD 2013,6.0,1.0,0.16666666666666666
2097,Lower,Sagante/Jaldesa,LRLD 2015,5.0,5.0,1.0
2097,Lower,Sagante/Jaldesa,SRSD 2009,5.0,1.0,0.2
3001,Lower,Sagante/Jaldesa,LRLD 2010,2.0,1.0,0.5
3001,Lower,Sagante/Jaldesa,LRLD 2013,5.0,5.0,1.0
3001,Lower,Sagante/Jaldesa,SRSD 2008,,2.0,
3001,Lower,Sagante/Jaldesa,SRSD 2009,2.0,1.0,0.5
3002,Lower,Sagante/Jaldesa,LRLD 2009,,1.0,
3002,Lower,Sagante/Jaldesa,SRSD 2011,1.0,1.0,1.0
3003,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
3006,Lower,Sagante/Jaldesa,LRLD 2009,,8.0,
3006,Lower,Sagante/Jaldesa,LRLD 2010,20.0,8.0,0.4
3006,Lower,Sagante/Jaldesa,LRLD 2011,12.0,3.0,0.25
3006,Lower,Sagante/Jaldesa,LRLD 2012,11.0,11.0,1.0
3006,Lower,Sagante/Jaldesa,SRSD 2011,10.0,1.0,0.1
3006,Lower,Sagante/Jaldesa,SRSD 2012,11.0,2.0,0.18181818181818182
3007,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
3007,Lower,Sagante/Jaldesa,LRLD 2011,11.0,2.0,0.18181818181818182
3007,Lower,Sagante/Jaldesa,LRLD 2013,11.0,1.0,0.09090909090909091
3007,Lower,Sagante/Jaldesa,SRSD 2008,,1.0,
3007,Lower,Sagante/Jaldesa,SRSD 2009,13.0,5.0,0.38461538461538464
3007,Lower,Sagante/Jaldesa,SRSD 2011,14.0,1.0,0.07142857142857142
3007,Lower,Sagante/Jaldesa,SRSD 2014,2.0,2.0,1.0
3008,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
3008,Lower,Sagante/Jaldesa,LRLD 2011,3.0,3.0,1.0
3008,Lower,Sagante/Jaldesa,LRLD 2013,3.0,1.0,0.3333333333333333
3008,Lower,Sagante/Jaldesa,SRSD 2009,16.0,13.0,0.8125
3009,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
3009,Lower,Sagante/Jaldesa,LRLD 2011,2.0,1.0,0.5
3009,Lower,Sagante/Jaldesa,LRLD 2013,2.0,1.0,0.5
3009,Lower,Sagante/Jaldesa,SRSD 2009,4.0,1.0,0.25
3010,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
3010,Lower,Sagante/Jaldesa,SRSD 2010,3.0,2.0,0.6666666666666666
3010,Lower,Sagante/Jaldesa,SRSD 2011,4.0,1.0,0.25
3011,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
3011,Lower,Sagante/Jaldesa,SRSD 2009,7.0,7.0,1.0
3011,Lower,Sagante/Jaldesa,SRSD 2012,2.0,2.0,1.0
3013,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
3013,Lower,Sagante/Jaldesa,LRLD 2011,16.0,8.0,0.5
3013,Lower,Sagante/Jaldesa,LRLD 2015,5.0,5.0,1.0
3015,Lower,Sagante/Jaldesa,LRLD 2009,,63.0,
3015,Lower,Sagante/Jaldesa,LRLD 2011,16.0,10.0,0.625
3015,Lower,Sagante/Jaldesa,LRLD 2013,22.0,2.0,0.09090909090909091
3015,Lower,Sagante/Jaldesa,SRSD 2008,,10.0,
3015,Lower,Sagante/Jaldesa,SRSD 2009,45.0,30.0,0.6666666666666666
3015,Lower,Sagante/Jaldesa,SRSD 2012,22.0,1.0,0.045454545454545456
3015,Lower,Sagante/Jaldesa,SRSD 2014,2.0,2.0,1.0
3016,Lower,Sagante/Jaldesa,LRLD 2009,,10.0,
3016,Lower,Sagante/Jaldesa,LRLD 2011,17.0,9.0,0.5294117647058824
3016,Lower,Sagante/Jaldesa,LRLD 2012,11.0,1.0,0.09090909090909091
3016,Lower,Sagante/Jaldesa,LRLD 2013,8.0,4.0,0.5
3016,Lower,Sagante/Jaldesa,SRSD 2008,,6.0,
3018,Lower,Sagante/Jaldesa,LRLD 2009,,30.0,
3018,Lower,Sagante/Jaldesa,LRLD 2012,7.0,2.0,0.2857142857142857
3018,Lower,Sagante/Jaldesa,SRSD 2009,21.0,10.0,0.47619047619047616
3018,Lower,Sagante/Jaldesa,SRSD 2010,11.0,4.0,0.36363636363636365
3019,Lower,Sagante/Jaldesa,LRLD 2009,,1.0,
3019,Lower,Sagante/Jaldesa,LRLD 2011,2.0,1.0,0.5
3020,Lower,Sagante/Jaldesa,LRLD 2009,,12.0,
3020,Lower,Sagante/Jaldesa,LRLD 2012,7.0,1.0,0.14285714285714285
3020,Lower,Sagante/Jaldesa,LRLD 2013,6.0,1.0,0.16666666666666666
3020,Lower,Sagante/Jaldesa,SRSD 2009,10.0,8.0,0.8
3020,Lower,Sagante/Jaldesa,SRSD 2010,2.0,1.0,0.5
3020,Lower,Sagante/Jaldesa,SRSD 2011,7.0,3.0,0.42857142857142855
3021,Lower,Sagante/Jaldesa,LRLD 2009,,31.0,
3021,Lower,Sagante/Jaldesa,LRLD 2011,7.0,4.0,0.5714285714285714
3021,Lower,Sagante/Jaldesa,LRLD 2013,22.0,2.0,0.09090909090909091
3021,Lower,Sagante/Jaldesa,SRSD 2009,33.0,26.0,0.7878787878787878
3022,Lower,Sagante/Jaldesa,LRLD 2009,,13.0,
3022,Lower,Sagante/Jaldesa,LRLD 2011,6.0,3.0,0.5
3022,Lower,Sagante/Jaldesa,LRLD 2012,7.0,2.0,0.2857142857142857
3022,Lower,Sagante/Jaldesa,SRSD 2009,13.0,7.0,0.5384615384615384
3022,Lower,Sagante/Jaldesa,SRSD 2011,7.0,1.0,0.14285714285714285
3022,Lower,Sagante/Jaldesa,SRSD 2014,1.0,1.0,1.0
3023,Lower,Sagante/Jaldesa,LRLD 2009,,27.0,
3023,Lower,Sagante/Jaldesa,LRLD 2011,41.0,15.0,0.36585365853658536
3023,Lower,Sagante/Jaldesa,LRLD 2013,51.0,4.0,0.0784313725490196
3023,Lower,Sagante/Jaldesa,LRLD 2015,14.0,14.0,1.0
3023,Lower,Sagante/Jaldesa,SRSD 2009,46.0,14.0,0.30434782608695654
3023,Lower,Sagante/Jaldesa,SRSD 2011,36.0,11.0,0.3055555555555556
3023,Lower,Sagante/Jaldesa,SRSD 2014,3.0,3.0,1.0
3024,Lower,Sagante/Jaldesa,LRLD 2009,,17.0,
3024,Lower,Sagante/Jaldesa,LRLD 2011,15.0,3.0,0.2
3024,Lower,Sagante/Jaldesa,LRLD 2013,8.0,1.0,0.125
3024,Lower,Sagante/Jaldesa,SRSD 2009,19.0,4.0,0.21052631578947367
3024,Lower,Sagante/Jaldesa,SRSD 2014,3.0,3.0,1.0
3026,Lower,Sagante/Jaldesa,LRLD 2013,5.0,2.0,0.4
3027,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
3027,Lower,Sagante/Jaldesa,LRLD 2011,4.0,4.0,1.0
3027,Lower,Sagante/Jaldesa,LRLD 2015,1.0,1.0,1.0
3027,Lower,Sagante/Jaldesa,SRSD 2012,6.0,1.0,0.16666666666666666
3027,Lower,Sagante/Jaldesa,SRSD 2014,1.0,1.0,1.0
3028,Lower,Sagante/Jaldesa,SRSD 2009,3.0,2.0,0.6666666666666666
3028,Lower,Sagante/Jaldesa,SRSD 2011,6.0,3.0,0.5
3029,Lower,Sagante/Jaldesa,LRLD 2009,,28.0,
3029,Lower,Sagante/Jaldesa,LRLD 2010,40.0,5.0,0.125
3029,Lower,Sagante/Jaldesa,LRLD 2011,24.0,14.0,0.5833333333333334
3029,Lower,Sagante/Jaldesa,LRLD 2012,10.0,1.0,0.1
3029,Lower,Sagante/Jaldesa,LRLD 2013,11.0,1.0,0.09090909090909091
3029,Lower,Sagante/Jaldesa,SRSD 2009,40.0,7.0,0.175
3029,Lower,Sagante/Jaldesa,SRSD 2012,11.0,2.0,0.18181818181818182
3030,Lower,Sagante/Jaldesa,LRLD 2009,,2.0,
3030,Lower,Sagante/Jaldesa,LRLD 2011,6.0,1.0,0.16666666666666666
3030,Lower,Sagante/Jaldesa,SRSD 2012,2.0,1.0,0.5
3033,Lower,Sagante/Jaldesa,LRLD 2009,,3.0,
3033,Lower,Sagante/Jaldesa,SRSD 2012,1.0,1.0,1.0
3035,Lower,Sagante/Jaldesa,LRLD 2009,,4.0,
3035,Lower,Sagante/Jaldesa,LRLD 2011,10.0,2.0,0.2
3035,Lower,Sagante/Jaldesa,LRLD 2013,19.0,2.0,0.10526315789473684
3035,Lower,Sagante/Jaldesa,SRSD 2009,14.0,5.0,0.35714285714285715
3035,Lower,Sagante/Jaldesa,SRSD 2010,10.0,1.0,0.1
3035,Lower,Sagante/Jaldesa,SRSD 2011,11.0,1.0,0.09090909090909091
4001,Upper,Maikona,LRLD 2009,,33.0,
4001,Upper,Maikona,LRLD 2010,74.0,13.0,0.17567567567567569
4001,Upper,Maikona,LRLD 2011,136.0,136.0,1.0
4001,Upper,Maikona,SRSD 2009,74.0,15.0,0.20270270270270271
4002,Upper,Maikona,LRLD 2009,,6.0,
4002,Upper,Maikona,LRLD 2010,33.0,3.0,0.09090909090909091
4002,Upper,Maikona,LRLD 2011,11.0,11.0,1.0
4002,Upper,Maikona,SRSD 2009,33.0,2.0,0.06060606060606061
4003,Upper,Maikona,LRLD 2009,,149.0,
4003,Upper,Maikona,SRSD 2008,,4.0,
4004,Upper,Maikona,LRLD 2009,,19.0,
4004,Upper,Maikona,LRLD 2010,290.0,20.0,0.06896551724137931
4004,Upper,Maikona,LRLD 2011,257.0,118.0,0.4591439688715953
4004,Upper,Maikona,LRLD 2012,135.0,4.0,0.02962962962962963
4004,Upper,Maikona,LRLD 2013,102.0,7.0,0.06862745098039216
4004,Upper,Maikona,SRSD 2010,257.0,30.0,0.11673151750972763
4004,Upper,Maikona,SRSD 2012,102.0,8.0,0.0784313725490196
4004,Upper,Maikona,SRSD 2014,40.0,40.0,1.0
4005,Upper,Maikona,LRLD 2009,,5.0,
4005,Upper,Maikona,LRLD 2012,26.0,2.0,0.07692307692307693
4005,Upper,Maikona,LRLD 2013,46.0,1.0,0.021739130434782608
4005,Upper,Maikona,LRLD 2015,2.0,2.0,1.0
4005,Upper,Maikona,SRSD 2009,134.0,4.0,0.029850746268656716
4005,Upper,Maikona,SRSD 2010,206.0,21.0,0.10194174757281553
4005,Upper,Maikona,SRSD 2014,11.0,11.0,1.0
4006,Upper,Maikona,LRLD 2009,,28.0,
4006,Upper,Maikona,LRLD 2010,51.0,5.0,0.09803921568627451
4006,Upper,Maikona,LRLD 2011,87.0,60.0,0.6896551724137931
4006,Upper,Maikona,SRSD 2009,51.0,9.0,0.17647058823529413
4006,Upper,Maikona,SRSD 2010,87.0,2.0,0.022988505747126436
4007,Upper,Maikona,LRLD 2009,,14.0,
4007,Upper,Maikona,LRLD 2010,9.0,3.0,0.3333333333333333
4007,Upper,Maikona,LRLD 2011,14.0,7.0,0.5
4007,Upper,Maikona,LRLD 2012,17.0,1.0,0.058823529411764705
4007,Upper,Maikona,LRLD 2013,28.0,6.0,0.21428571428571427
4007,Upper,Maikona,LRLD 2015,8.0,8.0,1.0
4007,Upper,Maikona,SRSD 2010,14.0,4.0,0.2857142857142857
4009,Upper,Maikona,LRLD 2009,,1.0,
4009,Upper,Maikona,LRLD 2010,38.0,1.0,0.02631578947368421
4010,Upper,Maikona,LRLD 2009,,116.0,
4010,Upper,Maikona,LRLD 2010,137.0,10.0,0.072992700729927
4010,Upper,Maikona,LRLD 2011,320.0,155.0,0.484375
4010,Upper,Maikona,LRLD 2012,113.0,3.0,0.02654867256637168
4010,Upper,Maikona,LRLD 2013,249.0,8.0,0.0321285140562249
4010,Upper,Maikona,LRLD 2015,11.0,11.0,1.0
4010,Upper,Maikona,SRSD 2009,137.0,47.0,0.34306569343065696
4010,Upper,Maikona,SRSD 2011,113.0,1.0,0.008849557522123894
4010,Upper,Maikona,SRSD 2014,19.0,19.0,1.0
4011,Upper,Maikona,LRLD 2009,,11.0,
4011,Upper,Maikona,LRLD 2010,45.0,6.0,0.13333333333333333
4011,Upper,Maikona,LRLD 2011,57.0,1.0,0.017543859649122806
4011,Upper,Maikona,LRLD 2012,48.0,5.0,0.10416666666666667
4011,Upper,Maikona,LRLD 2015,6.0,6.0,1.0
4011,Upper,Maikona,SRSD 2008,,1.0,
4011,Upper,Maikona,SRSD 2011,48.0,5.0,0.10416666666666667
4011,Upper,Maikona,SRSD 2012,104.0,7.0,0.0673076923076923
4011,Upper,Maikona,SRSD 2014,15.0,15.0,1.0
4012,Upper,Maikona,LRLD 2009,,31.0,
4012,Upper,Maikona,SRSD 2009,78.0,1.0,0.01282051282051282
4013,Upper,Maikona,LRLD 2009,,49.0,
4013,Upper,Maikona,LRLD 2010,309.0,6.0,0.019417475728155338
4013,Upper,Maikona,LRLD 2011,335.0,196.0,0.5850746268656717
4013,Upper,Maikona,SRSD 2008,,16.0,
4013,Upper,Maikona,SRSD 2009,309.0,4.0,0.012944983818770227
4013,Upper,Maikona,SRSD 2011,117.0,8.0,0.06837606837606838
4014,Upper,Maikona,LRLD 2009,,24.0,
4014,Upper,Maikona,LRLD 2010,62.0,7.0,0.11290322580645161
4014,Upper,Maikona,LRLD 2011,234.0,63.0,0.2692307692307692
4014,Upper,Maikona,LRLD 2012,57.0,1.0,0.017543859649122806
4014,Upper,Maikona,LRLD 2013,40.0,7.0,0.175
4014,Upper,Maikona,LRLD 2015,5.0,5.0,1.0
4014,Upper,Maikona,SRSD 2009,62.0,5.0,0.08064516129032258
4014,Upper,Maikona,SRSD 2011,57.0,5.0,0.08771929824561403
4014,Upper,Maikona,SRSD 2014,14.0,14.0,1.0
4015,Upper,Maikona,LRLD 2009,,45.0,
4015,Upper,Maikona,LRLD 2010,113.0,2.0,0.017699115044247787
4015,Upper,Maikona,LRLD 2011,66.0,36.0,0.5454545454545454
4016,Upper,Maikona,LRLD 2009,,370.0,
4016,Upper,Maikona,SRSD 2009,37.0,6.0,0.16216216216216217
4017,Upper,Maikona,LRLD 2009,,97.0,
4019,Upper,Maikona,LRLD 2009,,74.0,
4019,Upper,Maikona,LRLD 2010,54.0,4.0,0.07407407407407407
4019,Upper,Maikona,LRLD 2011,87.0,36.0,0.41379310344827586
4019,Upper,Maikona,LRLD 2012,58.0,1.0,0.017241379310344827
4019,Upper,Maikona,LRLD 2013,63.0,1.0,0.015873015873015872
4019,Upper,Maikona,SRSD 2011,58.0,2.0,0.034482758620689655
4019,Upper,Maikona,SRSD 2014,1.0,1.0,1.0
4020,Upper,Maikona,LRLD 2009,,17.0,
4020,Upper,Maikona,LRLD 2010,42.0,18.0,0.42857142857142855
4020,Upper,Maikona,LRLD 2011,114.0,26.0,0.22807017543859648
4020,Upper,Maikona,SRSD 2009,42.0,31.0,0.7380952380952381
4020,Upper,Maikona,SRSD 2011,23.0,2.0,0.08695652173913043
4020,Upper,Maikona,SRSD 2014,4.0,4.0,1.0
4021,Upper,Maikona,LRLD 2009,,39.0,
4021,Upper,Maikona,LRLD 2010,59.0,5.0,0.0847457627118644
4021,Upper,Maikona,LRLD 2011,117.0,64.0,0.5470085470085471
4021,Upper,Maikona,LRLD 2012,38.0,3.0,0.07894736842105263
4021,Upper,Maikona,LRLD 2013,35.0,4.0,0.11428571428571428
4021,Upper,Maikona,SRSD 2009,59.0,6.0,0.1016949152542373
4021,Upper,Maikona,SRSD 2011,38.0,1.0,0.02631578947368421
4021,Upper,Maikona,SRSD 2012,35.0,2.0,0.05714285714285714
4022,Upper,Maikona,LRLD 2009,,30.0,
4022,Upper,Maikona,LRLD 2010,57.0,5.0,0.08771929824561403
4022,Upper,Maikona,LRLD 2011,133.0,49.0,0.3684210526315789
4022,Upper,Maikona,LRLD 2015,1.0,1.0,1.0
4022,Upper,Maikona,SRSD 2011,83.0,1.0,0.012048192771084338
4022,Upper,Maikona,SRSD 2014,1.0,1.0,1.0
4023,Upper,Maikona,LRLD 2009,,15.0,
4023,Upper,Maikona,LRLD 2010,47.0,1.0,0.02127659574468085
4023,Upper,Maikona,LRLD 2011,89.0,89.0,1.0
4023,Upper,Maikona,LRLD 2013,57.0,11.0,0.19298245614035087
4023,Upper,Maikona,LRLD 2015,9.0,9.0,1.0
4023,Upper,Maikona,SRSD 2010,66.0,4.0,0.06060606060606061
4023,Upper,Maikona,SRSD 2011,59.0,6.0,0.1016949152542373
4023,Upper,Maikona,SRSD 2012,57.0,7.0,0.12280701754385964
4024,Upper,Maikona,LRLD 2009,,40.0,
4024,Upper,Maikona,LRLD 2010,174.0,21.0,0.1206896551724138
4024,Upper,Maikona,LRLD 2011,362.0,145.0,0.4005524861878453
4024,Upper,Maikona,LRLD 2013,184.0,12.0,0.06521739130434782
4024,Upper,Maikona,SRSD 2011,151.0,16.0,0.10596026490066225
4024,Upper,Maikona,SRSD 2012,184.0,1.0,0.005434782608695652
4024,Upper,Maikona,SRSD 2014,10.0,10.0,1.0
4025,Upper,Maikona,LRLD 2009,,43.0,
4025,Upper,Maikona,LRLD 2010,25.0,2.0,0.08
4025,Upper,Maikona,LRLD 2011,75.0,29.0,0.38666666666666666
4025,Upper,Maikona,LRLD 2013,29.0,2.0,0.06896551724137931
4025,Upper,Maikona,SRSD 2009,25.0,1.0,0.04
4026,Upper,Maikona,LRLD 2009,,50.0,
4026,Upper,Maikona,LRLD 2011,27.0,5.0,0.18518518518518517
4026,Upper,Maikona,LRLD 2012,21.0,4.0,0.19047619047619047
4026,Upper,Maikona,LRLD 2013,27.0,3.0,0.1111111111111111
