,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
919,26.15,22.90,3.25,0.03,43.43,75.25,33.99,0.88,0.86,-23.90,-20.16
920,25.59,25.15,0.44,0.06,53.62,88.61,37.67,0.86,0.86,-21.40,-20.34
921,24.78,24.73,0.05,0.09,52.24,85.06,35.43,0.89,0.86,-21.60,-20.20
922,23.51,26.17,2.65,0.05,49.97,87.68,40.21,0.85,0.89,-18.83,-22.16
923,25.31,23.64,1.67,0.09,41.91,72.16,32.35,0.92,0.82,-25.60,-17.74
924,24.01,24.80,0.79,0.03,55.24,84.73,32.25,0.85,0.87,-21.33,-22.74
925,26.89,25.40,1.50,0.06,55.77,90.00,37.02,0.89,0.87,-22.89,-21.72
926,20.47,23.29,2.82,0.04,55.18,90.00,37.58,0.84,0.88,-15.78,-19.98
927,19.16,22.00,2.83,0.07,44.79,80.77,38.22,0.88,0.88,-17.17,-17.87
928,24.83,21.90,2.94,0.02,42.57,76.31,35.86,0.85,0.84,-21.92,-17.32
929,25.82,22.36,3.47,0.02,51.32,86.83,38.07,0.92,0.89,-23.68,-19.46
930,27.43,22.14,5.28,0.10,44.09,71.66,29.77,0.90,0.86,-26.02,-19.63
931,28.14,21.93,6.21,0.04,46.22,79.14,35.24,0.86,0.82,-25.00,-15.64
932,25.60,21.25,4.35,0.10,50.28,87.56,39.79,0.93,0.80,-26.96,-11.72
933,25.14,24.49,0.64,0.04,45.22,75.87,32.92,0.89,0.88,-22.89,-22.04
934,25.86,26.28,0.42,0.10,48.16,78.33,32.58,0.85,0.91,-21.27,-25.45
935,25.44,22.56,2.88,0.04,43.23,76.06,34.99,0.90,0.88,-22.65,-19.79
936,24.68,25.74,1.06,0.13,47.39,80.31,35.29,0.88,0.85,-21.80,-20.05
937,25.32,24.00,1.32,0.11,51.12,81.05,32.49,0.90,0.86,-24.31,-19.98
938,24.20,26.57,2.36,0.09,52.23,82.25,32.63,0.86,0.89,-19.83,-24.38
939,26.45,23.16,3.29,0.03,56.93,87.95,33.87,0.91,0.86,-25.42,-19.73
940,27.70,22.80,4.89,0.05,56.27,90.00,36.54,0.91,0.83,-26.30,-17.37
941,26.48,25.12,1.36,0.07,60.65,90.00,32.38,0.89,0.87,-24.48,-21.97
942,24.81,23.37,1.44,0.06,54.79,88.98,36.93,0.89,0.85,-21.39,-18.69
943,24.88,25.03,0.15,0.07,59.33,88.58,32.22,0.84,0.87,-21.48,-21.88
944,26.65,24.29,2.36,0.06,52.66,85.80,35.77,0.89,0.88,-22.86,-21.60
945,21.96,24.32,2.36,0.05,41.48,70.91,31.50,0.85,0.89,-18.31,-22.85
946,22.41,28.94,6.53,0.04,62.77,90.00,30.36,0.83,0.92,-18.07,-29.86
947,23.86,25.75,1.90,0.09,48.26,79.13,33.28,0.84,0.86,-19.50,-21.70
948,25.89,25.11,0.78,0.07,54.82,86.70,34.62,0.88,0.92,-21.94,-24.10
949,25.98,25.00,0.97,0.07,44.70,74.72,32.25,0.91,0.86,-24.19,-20.89
950,26.71,22.79,3.92,0.05,47.81,78.82,33.41,0.88,0.90,-22.85,-22.23
951,23.21,25.87,2.66,0.09,43.06,72.68,31.78,0.86,0.88,-20.97,-22.79
952,23.34,25.76,2.42,0.06,46.80,78.38,33.92,0.84,0.90,-18.14,-24.41
953,21.46,25.45,3.99,0.05,57.52,89.05,34.41,0.83,0.88,-16.85,-23.32
954,24.05,22.23,1.82,0.05,58.74,89.74,33.93,0.89,0.87,-22.76,-19.27
955,22.85,26.58,3.72,0.17,44.67,72.32,29.89,0.84,0.86,-19.31,-24.49
956,22.12,24.20,2.08,0.03,49.96,81.58,34.12,0.90,0.91,-20.26,-22.54
957,25.52,25.10,0.42,0.08,56.99,89.42,35.28,0.89,0.87,-23.05,-21.63
958,25.64,23.59,2.05,0.07,51.14,85.42,36.83,0.90,0.84,-24.25,-17.70
959,23.84,24.84,1.00,0.06,45.67,76.69,33.30,0.87,0.90,-21.39,-23.35
960,25.54,28.81,3.27,0.15,60.31,90.00,32.71,0.88,0.89,-23.68,-25.24
961,25.91,23.77,2.14,0.05,60.11,87.17,30.07,0.87,0.93,-22.12,-26.03
962,26.39,24.95,1.44,0.08,56.59,89.43,35.67,0.88,0.89,-22.00,-22.01
963,24.30,22.67,1.63,0.03,47.74,86.09,40.74,0.91,0.85,-22.32,-17.89
964,23.93,24.91,0.98,0.08,50.72,82.37,34.18,0.88,0.91,-20.62,-23.18
965,23.69,25.85,2.16,0.07,57.65,90.00,35.23,0.86,0.87,-20.30,-22.44
966,25.23,20.63,4.61,0.07,57.31,87.57,33.13,0.90,0.87,-23.48,-18.70
967,25.44,25.06,0.38,0.08,46.77,73.82,29.38,0.85,0.90,-21.27,-25.46
968,26.44,25.11,1.32,0.06,50.09,84.21,36.63,0.91,0.91,-23.77,-22.31
969,26.11,22.33,3.78,0.05,49.74,80.70,33.45,0.89,0.86,-23.84,-19.57
970,26.27,27.54,1.27,0.07,49.98,78.18,30.70,0.90,0.86,-25.91,-23.15
971,26.20,27.52,1.31,0.11,59.23,90.00,33.73,0.92,0.91,-25.78,-23.78
972,24.85,24.23,0.62,0.02,49.60,81.88,34.76,0.86,0.86,-21.01,-20.90
973,22.64,24.98,2.33,0.05,44.44,74.61,32.39,0.87,0.88,-20.23,-22.73
974,25.00,19.85,5.15,0.09,52.67,85.72,35.68,0.88,0.87,-21.49,-16.72
975,26.34,25.15,1.19,0.05,38.72,66.83,30.05,0.91,0.84,-25.86,-20.31
976,24.33,22.82,1.51,0.04,42.84,73.42,32.72,0.85,0.85,-20.55,-19.32
977,25.26,23.95,1.31,0.06,54.55,86.55,34.73,0.88,0.89,-21.61,-21.54
978,20.38,23.88,3.50,0.06,53.42,90.00,39.25,0.85,0.90,-15.18,-21.24
979,25.03,24.25,0.78,0.03,45.74,78.08,34.62,0.89,0.89,-22.42,-23.38
980,25.49,24.53,0.96,0.01,57.11,87.90,33.64,0.89,0.86,-23.63,-21.35
981,24.23,24.80,0.58,0.05,60.14,90.00,32.86,0.91,0.87,-24.58,-21.54
982,26.95,26.01,0.94,0.08,58.39,90.00,34.52,0.90,0.89,-23.78,-23.06
983,22.51,27.60,5.09,0.13,57.46,90.00,35.41,0.89,0.89,-21.19,-23.61
984,23.79,23.96,0.17,0.04,40.76,78.11,39.39,0.84,0.88,-17.24,-21.26
985,25.61,25.29,0.32,0.06,45.90,79.44,35.84,0.86,0.86,-21.53,-22.47
986,27.53,23.54,3.99,0.06,56.13,90.00,36.68,0.89,0.89,-22.74,-22.81
987,24.74,27.21,2.47,0.08,56.37,90.00,36.45,0.89,0.89,-23.05,-22.97
988,24.51,24.04,0.47,0.08,57.74,85.05,30.20,0.88,0.84,-21.97,-20.63
989,24.57,25.53,0.95,0.08,54.28,85.31,33.74,0.86,0.91,-20.47,-24.66
990,23.22,24.69,1.47,0.04,57.94,90.00,34.96,0.85,0.91,-17.84,-24.80
991,25.03,25.79,0.76,0.04,50.07,81.80,34.23,0.91,0.88,-25.22,-21.92
992,23.19,25.12,1.93,0.06,39.01,67.81,30.76,0.86,0.88,-20.51,-23.40
993,24.55,25.89,1.34,0.05,54.05,85.97,34.62,0.87,0.93,-21.18,-24.20
994,24.08,25.88,1.80,0.11,47.47,78.82,33.72,0.88,0.89,-22.25,-22.86
995,24.11,23.00,1.11,0.14,54.86,90.00,37.88,0.85,0.87,-18.34,-19.30
996,24.43,23.47,0.96,0.03,50.76,83.17,34.95,0.90,0.87,-23.63,-21.04
997,23.53,26.14,2.61,0.02,52.12,81.94,32.42,0.83,0.90,-17.81,-26.00
998,23.77,22.80,0.98,0.04,42.65,74.47,33.95,0.87,0.90,-19.87,-22.85
999,26.92,25.09,1.82,0.08,43.16,77.23,36.23,0.93,0.88,-25.44,-21.59
